XCD.F,CAFE DE CORAL HLDG
13J.F,JM INVT & JM CN
4V2.F,VN MFG & EXPORT PRO
VNI.F,AVNET
YM2A.F,CODE AGRICUL
RQQ.F,OCEANAGOLD
B2K.F,BELL EQUIPMENT
SB3.F,SOFTBANK TECH
CLE.F,CARLISLE COS
RPHA.F,ANGLO AM PLATINUM
W6O.F,WINTERMAR OFS
YIZH.F,SINOPEC OILFIELD-H-
PV6.F,PIERRE ET VACANCES
MWB.F,MWB FAIRTRADE WPH
QAN.F,QANTAS AIRWAYS
NRE.F,NOKIAN TYRES
J6W.F,ALEXCO RESOURCE
XSP.F,CHINA SCE PROPERTY
XE7A.F,TROVAGENE
SWD.F,SHOWA DENKO
SD5.F,STEEL DYNAMICS
YG12.F,YNGL GRN EN SP ADR
SEH.F,SHIN-ETSU CHEMICAL
SZU.F,SUEDZUCKER
QGI.F,MITRA ADIPERKASA
BDU.F,BONDUELLE
EP8.F,EPIQ SYSTEMS INC 
RYZN.F,CHINA LNG GRP
YC8.F,CHICO'S FAS
ZWC1.F,ZWACK UNICUM
WIG1.F,WIGE MEDIA
YSON.F,SONAE R
GDGA.F,CGG SP ADR
LDYA.F,MURRAY & ROB HLDGS
XST.F,SANWA HOLDINGS
U7MA.F,CNNC INTL
CT71.F,CONET TECH VZ
GBKB.F,TURK GAR SP ADR
EVK.F,EVONIK INDUSTR N
DRW3.F,DRAEGERWERK VZ
ZMA.F,ZOOPLA PROP
BP8.F,BOSTON PRIV HLDG
ZFIN.F,ZURICH INSUR GRP N
JB1.F,J.B.HUNT TRANSP
XUP.F,GENFIT
YU4.F,YOUKU TUDOU SP ADR
098.F,INTRALINKS HOLDINGS
YMI.F,YELLOW PAGES
QF9.F,MULTI INDOCITRA
MFY.F,MOCHIDA PHARMACEUT.
ISU.F,ISUZU MOTORS
MW7.F,MEIDENSHA
SFN.F,SAFETY INS GRP
XAH.F,MOBILE EMBRACE
APGN.F,APPLEGREEN
WPE.F,WPX ENERGY-A
J4F.F,JUNGFRAUBAHN HLD N 
QF7.F,REDHAWK RESOURCES
YSG.F,SILVER GRANT INTL
XY6.F,XYLEM
FJI.F,FUJIFILM HOLDINGS
NHK.F,NHK SPRING
XL9A.F,CN ZENITH CHEM
CFO.F,CN OUTFITTERS HLDGS
6LLN.F,ALX URANIUM
XGJ.F,GJENSIDIGE FORSIKRI
RHI.F,RED HAT
C7Y.F,CHINA YURUN FOOD GP
NGJ.F,NETGEAR
QCX1.F,CARMANAH TECH
JY8.F,JOYOU
LKG.F,LIBHOLD
ZYA.F,STATE STREET
ZZE.F,MELLANOX TECHNOLOGI
ZVF.F,INDOFOOD AGRI RES
WW4.F,WOLVERINE WORLDWIDE
WUG3.F,WESTAG & GETALIT VZ
TOK.F,TOKYO STEEL MFG
YM0.F,YMAGIS
5Q8.F,QUINSTREET
AOZ.F,ECHO GLBL LOGST
WI1.F,WINNEBAGO INDUSTR.
GAP.F,GAP
ZZ7B.F,ARC GROUP WORLDWIDE
HAM1.F,HARMONY GOLD MINING
TAH.F,TOYOTA INDUSTRIES
Q9I.F,ATLANTIC GOLD
YPF.F,YPF SA SP ADR-D
MD9.F,MANDOM
LX3.F,LEXICON PHARMA
QLG.F,QLOGIC
YAE.F,ATLAS ENERGY GR
MJ8.F,MCDONALD'S HLDG
BKN.F,BK OF NOVA SCOTIA
HHC.F,KU6 MEDIA SP ADR
QBE.F,QBE INSUR.GROUP
MEO3.F,METRO VZ
QFRA.F,GREENLAND HK HLDGS
FH0.F,FORGAME HLDGS
WTH.F,WORTHINGTON IND
CJ3A.F,CALPINE
CO2A.F,CATO CORP -A-
42W.F,WEIR GROUP
YST.F,TPG TELECOM
NJ1.F,NEW JERSEY RES
WBJ.F,WEBJET
AU6.F,BARCLAYS AFRICA
ROM.F,ROHM
CMUA.F,CN MING YANG SP ADR
BZD.F,PERSEON
NNW.F,NASPERS -N-
IJU.F,INTRUM JUSTITIA
O1A.F,ONE LIBERT PPT REIT
XQN.F,CORE MOLDING TECH
NSEA.F,NOMURA HLDGS SP ADR
ZNH.F,CHINA SOUTH SP ADR
UU4.F,OLAINFARM
GQM.F,GREAT QUEST FERTLZR
9LG.F,LOGMEIN
J7Z.F,JAZZ PHARMACEUTICAL
KU1.F,KULICKE & SOFFA IND
HIA1.F,HITACHI LTD
SAPA.F,SAP SP ADR
FJU.F,FUJI ELECTRONICS
EJF.F,ECOGREEN INTL GRP
KLI1.F,KAWASAKI KISEN
DY2.F,DENTSPLY INTL
XC1.F,CABLE ONE
YOC.F,YOC
GIB.F,GSW IMMOBILIEN
0KV.F,KOOVS
WQ9.F,WILSON BAY OVCON
NUF.F,NUFARM
YSR.F,SPYGLASS RES
NCO.F,NEDBANK GROUP
YQNP.F,PETRICHOR EGY
WA3.F,CASELLA WASTE SYS-A
WF6.F,LONG RUN EXP
CNH.F,CNA FINANCIAL
POH3.F,CARNIVAL SP ADR
ZZG.F,INFORMATION SVC GRP
MUF.F,MANCHESTER UTD A
